entsoe_code,plant_name,fuel_type,delivery_hour,publication_timestamp,kgup_mwh,source_file,source_api,forecast_timestamp,uevcb_id,uevcb_name,org_id,date_raw,time_raw
40W000000299004X,İSKUR TEKSTİL TİCARET VE SANAYİ A.Ş (KOJENERASYON),unknown,2026-05-31 00:00:00+03:00,,0.0,chunk_0021.json,POST /v1/generation/data/dpp-bulk,2026-05-31 21:45:18.952335+00:00,299004,İSKUR TEKSTİL TİCARET VE SANAYİ A.Ş (KOJENERASYON),160,2026-05-31T00:00:00+03:00,00:00
40W000000299004X,İSKUR TEKSTİL TİCARET VE SANAYİ A.Ş (KOJENERASYON),unknown,2026-05-31 01:00:00+03:00,,0.0,chunk_0021.json,POST /v1/generation/data/dpp-bulk,2026-05-31 21:45:18.952335+00:00,299004,İSKUR TEKSTİL TİCARET VE SANAYİ A.Ş (KOJENERASYON),160,2026-05-31T01:00:00+03:00,01:00
40W000000299004X,İSKUR TEKSTİL TİCARET VE SANAYİ A.Ş (KOJENERASYON),unknown,2026-05-31 02:00:00+03:00,,0.0,chunk_0021.json,POST /v1/generation/data/dpp-bulk,2026-05-31 21:45:18.952335+00:00,299004,İSKUR TEKSTİL TİCARET VE SANAYİ A.Ş (KOJENERASYON),160,2026-05-31T02:00:00+03:00,02:00
40W000000299004X,İSKUR TEKSTİL TİCARET VE SANAYİ A.Ş (KOJENERASYON),unknown,2026-05-31 03:00:00+03:00,,0.0,chunk_0021.json,POST /v1/generation/data/dpp-bulk,2026-05-31 21:45:18.952335+00:00,299004,İSKUR TEKSTİL TİCARET VE SANAYİ A.Ş (KOJENERASYON),160,2026-05-31T03:00:00+03:00,03:00
40W000000299004X,İSKUR TEKSTİL TİCARET VE SANAYİ A.Ş (KOJENERASYON),unknown,2026-05-31 04:00:00+03:00,,0.0,chunk_0021.json,POST /v1/generation/data/dpp-bulk,2026-05-31 21:45:18.952335+00:00,299004,İSKUR TEKSTİL TİCARET VE SANAYİ A.Ş (KOJENERASYON),160,2026-05-31T04:00:00+03:00,04:00
40W000000299004X,İSKUR TEKSTİL TİCARET VE SANAYİ A.Ş (KOJENERASYON),unknown,2026-05-31 05:00:00+03:00,,0.0,chunk_0021.json,POST /v1/generation/data/dpp-bulk,2026-05-31 21:45:18.952335+00:00,299004,İSKUR TEKSTİL TİCARET VE SANAYİ A.Ş (KOJENERASYON),160,2026-05-31T05:00:00+03:00,05:00
40W000000299004X,İSKUR TEKSTİL TİCARET VE SANAYİ A.Ş (KOJENERASYON),unknown,2026-05-31 06:00:00+03:00,,0.0,chunk_0021.json,POST /v1/generation/data/dpp-bulk,2026-05-31 21:45:18.952335+00:00,299004,İSKUR TEKSTİL TİCARET VE SANAYİ A.Ş (KOJENERASYON),160,2026-05-31T06:00:00+03:00,06:00
40W000000299004X,İSKUR TEKSTİL TİCARET VE SANAYİ A.Ş (KOJENERASYON),unknown,2026-05-31 07:00:00+03:00,,0.0,chunk_0021.json,POST /v1/generation/data/dpp-bulk,2026-05-31 21:45:18.952335+00:00,299004,İSKUR TEKSTİL TİCARET VE SANAYİ A.Ş (KOJENERASYON),160,2026-05-31T07:00:00+03:00,07:00
40W000000299004X,İSKUR TEKSTİL TİCARET VE SANAYİ A.Ş (KOJENERASYON),unknown,2026-05-31 08:00:00+03:00,,0.0,chunk_0021.json,POST /v1/generation/data/dpp-bulk,2026-05-31 21:45:18.952335+00:00,299004,İSKUR TEKSTİL TİCARET VE SANAYİ A.Ş (KOJENERASYON),160,2026-05-31T08:00:00+03:00,08:00
40W000000299004X,İSKUR TEKSTİL TİCARET VE SANAYİ A.Ş (KOJENERASYON),unknown,2026-05-31 09:00:00+03:00,,0.0,chunk_0021.json,POST /v1/generation/data/dpp-bulk,2026-05-31 21:45:18.952335+00:00,299004,İSKUR TEKSTİL TİCARET VE SANAYİ A.Ş (KOJENERASYON),160,2026-05-31T09:00:00+03:00,09:00
